Location in Wind Tunnel,LocationMaizeDes,Clock,Date,Treatment,Repetition,Treatment Left,Treatment Right,Responding,Comment,Video Save Time,Determination via Video
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:27:32,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:27:38,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:27:40,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),8/17/2023 16:27:47,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Right (30cm-50cm),Right (30cm-50cm),8/17/2023 16:27:50,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),8/17/2023 16:27:51,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Right (30cm-50cm),Right (30cm-50cm),8/17/2023 16:27:54,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),8/17/2023 16:27:58,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:28:01,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Left (30cm-50cm),Left (30cm-50cm),8/17/2023 16:28:02,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:28:11,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:28:19,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:28:20,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Left (30cm-50cm),Left (30cm-50cm),8/17/2023 16:28:20,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:28:26,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:28:43,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Left (30cm-50cm),Left (30cm-50cm),8/17/2023 16:28:47,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:28:55,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),8/17/2023 16:28:58,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Right (30cm-50cm),Right (30cm-50cm),8/17/2023 16:29:00,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:29:08,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
End,End,8/17/2023 16:29:10,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 23:19:29,6/20/2023,Control,B19,Maize,Maize,Yes,"Plant on the left was a little bit damaged. There was no video recorded from this repetition. However, as there was only little movement observed, it is unlikely that intense movement was missed during the live observation. ",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 23:19:29,6/20/2023,Control,B19,Maize,Maize,Yes,"Plant on the left was a little bit damaged. There was no video recorded from this repetition. However, as there was only little movement observed, it is unlikely that intense movement was missed during the live observation. ",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 23:21:12,6/20/2023,Control,B19,Maize,Maize,Yes,"Plant on the left was a little bit damaged. There was no video recorded from this repetition. However, as there was only little movement observed, it is unlikely that intense movement was missed during the live observation. ",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 23:22:37,6/20/2023,Control,B19,Maize,Maize,Yes,"Plant on the left was a little bit damaged. There was no video recorded from this repetition. However, as there was only little movement observed, it is unlikely that intense movement was missed during the live observation. ",-,No
End,End,6/20/2023 23:26:28,6/20/2023,Control,B19,Maize,Maize,Yes,"Plant on the left was a little bit damaged. There was no video recorded from this repetition. However, as there was only little movement observed, it is unlikely that intense movement was missed during the live observation. ",-,No
Close Left (10cm-30cm),Close Maize (10cm-30cm),6/21/2023 0:17:29,6/20/2023,Intortum,B14,Maize,Maize + D. intortum,Yes,"Plant on the left was a little bit damaged. There was no video recorded from this repetition. However, as there was only little movement observed, it is unlikely that intense movement was missed during the live observation. ",-,No
Close Left (10cm-30cm),Close Maize (10cm-30cm),6/21/2023 0:17:36,6/20/2023,Intortum,B14,Maize,Maize + D. intortum,Yes,"Plant on the left was a little bit damaged. There was no video recorded from this repetition. However, as there was only little movement observed, it is unlikely that intense movement was missed during the live observation. ",-,No
End,End,6/21/2023 0:22:29,6/20/2023,Intortum,B14,Maize,Maize + D. intortum,Yes,"Plant on the left was a little bit damaged. There was no video recorded from this repetition. However, as there was only little movement observed, it is unlikely that intense movement was missed during the live observation. ",-,No
Right (30cm-50cm),Des (30cm-50cm),8/17/2023 16:38:35,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Right (30cm-50cm),Des (30cm-50cm),8/17/2023 16:38:37,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:38:53,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Right (30cm-50cm),Des (30cm-50cm),8/17/2023 16:38:57,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:39:11,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:39:14,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:39:15,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:39:19,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:39:23,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Right (30cm-50cm),Des (30cm-50cm),8/17/2023 16:39:24,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:39:49,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:39:53,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:43:06,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Left (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:43:13,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:43:45,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:43:50,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Left (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:43:53,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
End,End,8/17/2023 16:44:04,6/20/2023,Intortum,B15,Maize,Maize + D. intortum,Yes,-,20230621_003128,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:46:18,6/20/2023,Intortum,B16,Maize,Maize + D. intortum,Yes,-,20230621_004401,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:46:23,6/20/2023,Intortum,B16,Maize,Maize + D. intortum,Yes,-,20230621_004401,Yes
Left (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:46:27,6/20/2023,Intortum,B16,Maize,Maize + D. intortum,Yes,-,20230621_004401,Yes
End,End,8/17/2023 16:51:18,6/20/2023,Intortum,B16,Maize,Maize + D. intortum,Yes,-,20230621_004401,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:56:21,6/20/2023,Intortum,B17,Maize,Maize + D. intortum,Yes,"The video recorded for only 1:20min. In the original timestamps the moth didn't show any movements for the last 4min of the trial. Therefore, it was reasonable to assume, that the moth didn't move after it settled in the end position (close right).",20230620_010346,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:56:28,6/20/2023,Intortum,B17,Maize,Maize + D. intortum,Yes,"The video recorded for only 1:20min. In the original timestamps the moth didn't show any movements for the last 4min of the trial. Therefore, it was reasonable to assume, that the moth didn't move after it settled in the end position (close right).",20230620_010346,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:56:30,6/20/2023,Intortum,B17,Maize,Maize + D. intortum,Yes,"The video recorded for only 1:20min. In the original timestamps the moth didn't show any movements for the last 4min of the trial. Therefore, it was reasonable to assume, that the moth didn't move after it settled in the end position (close right).",20230620_010346,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:56:54,6/20/2023,Intortum,B17,Maize,Maize + D. intortum,Yes,"The video recorded for only 1:20min. In the original timestamps the moth didn't show any movements for the last 4min of the trial. Therefore, it was reasonable to assume, that the moth didn't move after it settled in the end position (close right).",20230620_010346,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:56:56,6/20/2023,Intortum,B17,Maize,Maize + D. intortum,Yes,"The video recorded for only 1:20min. In the original timestamps the moth didn't show any movements for the last 4min of the trial. Therefore, it was reasonable to assume, that the moth didn't move after it settled in the end position (close right).",20230620_010346,Yes
End,End,8/17/2023 17:02:29,6/20/2023,Intortum,B17,Maize,Maize + D. intortum,Yes,"The video recorded for only 1:20min. In the original timestamps the moth didn't show any movements for the last 4min of the trial. Therefore, it was reasonable to assume, that the moth didn't move after it settled in the end position (close right).",20230620_010346,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:59:28,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:59:30,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Left (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:59:33,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:59:35,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:59:38,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:59:40,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Left (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:59:46,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:59:48,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:59:51,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:59:57,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
End,End,8/17/2023 17:04:28,6/20/2023,Intortum,B18,Maize,Maize + D. intortum,Yes,-,20230621_012054,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 17:07:16,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 17:07:17,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Right (30cm-50cm),Des (30cm-50cm),8/17/2023 17:07:19,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),8/17/2023 17:07:19,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 17:07:38,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 17:07:40,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Left (30cm-50cm),Maize (30cm-50cm),8/17/2023 17:07:41,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 17:07:45,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Left (30cm-50cm),Maize (30cm-50cm),8/17/2023 17:07:46,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 17:07:55,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
Left (30cm-50cm),Maize (30cm-50cm),8/17/2023 17:07:59,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
End,End,8/17/2023 17:13:16,6/20/2023,Intortum,B19,Maize,Maize + D. intortum,Yes,-,20230621_013141,Yes
